User_ID,Frequencia,Valor_Total,Ticket_Medio,Categoria_Favorita,Recencia,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Cluster
1005036,25,207038,8281.52,1,10787,M,36-45,7,B,1,1,2
1005037,67,643400,9602.99,5,692,M,36-45,12,C,0,1,4
1005038,124,1071042,8637.44,8,691,M,26-35,20,B,0,0,4
1005039,206,1358985,6597.01,8,690,F,36-45,4,B,2,1,1
1005040,62,621267,10020.44,1,689,M,46-50,12,C,1,1,4
1005041,55,566147,10293.58,5,688,F,46-50,6,C,1,1,4
1005042,205,1494044,7288.02,5,687,F,18-25,2,A,4+,1,4
1005043,9,91125,10125.0,5,10726,F,18-25,6,C,2,0,4
1005044,79,657311,8320.39,5,686,F,36-45,6,C,0,1,3
1005045,21,132912,6329.14,5,685,M,36-45,0,B,3,1,3
1005046,494,4765825,9647.42,5,684,M,26-35,16,A,0,0,1
1005047,187,1788615,9564.79,5,683,M,46-50,6,C,1,0,1
1005048,49,449961,9182.88,5,682,F,36-45,7,C,1,1,4
1005049,117,1184573,10124.56,5,681,M,26-35,12,B,0,0,4
1005050,48,440927,9185.98,5,680,F,18-25,4,C,1,0,4
1005051,15,117889,7859.27,8,679,F,51-55,7,C,0,0,3
1005052,14,169608,12114.86,1,678,M,36-45,16,C,2,1,4
1005053,128,1446313,11299.32,1,677,M,26-35,4,C,3,0,4
1005054,409,3254705,7957.71,8,10615,M,36-45,2,B,0,0,1
1005055,26,243035,9347.5,5,676,F,36-45,16,A,2,0,4
1005056,103,1122351,10896.61,5,675,M,46-50,1,C,1,1,4
1005057,46,447507,9728.41,1,674,M,51-55,7,C,4+,0,4
1005058,29,217934,7514.97,8,673,M,55+,17,C,0,1,3
1005059,80,961243,12015.54,1,672,M,46-50,16,C,1,1,4
1005060,49,429616,8767.67,5,671,M,46-50,17,C,0,0,4
1005061,111,904639,8149.9,5,670,F,18-25,19,C,2,1,3
1005062,13,152624,11740.31,1,669,M,51-55,16,C,2,1,4
1005063,62,566955,9144.44,5,668,F,0-17,10,B,3,0,4
1005064,62,694663,11204.24,8,10575,M,18-25,4,B,0,0,4
1005065,148,1409415,9523.07,5,10560,M,26-35,14,C,4+,1,4
1005066,20,203684,10184.2,8,10557,F,26-35,1,C,4+,1,4
1005067,22,195035,8865.23,8,667,M,55+,13,B,1,0,4
1005068,38,307904,8102.74,8,10555,M,36-45,7,C,2,0,2
1005069,18,332823,18490.17,10,666,F,55+,0,C,3,1,4
1005070,278,2394785,8614.33,5,665,M,26-35,2,A,0,0,1
1005071,42,573280,13649.52,1,664,F,26-35,7,B,2,0,4
1005072,32,351099,10971.84,1,10523,M,46-50,17,A,4+,1,4
1005074,427,3674789,8606.06,8,663,M,0-17,0,B,2,0,1
1005075,34,435935,12821.62,1,662,M,51-55,6,C,1,1,4
1005076,61,516959,8474.74,5,10484,M,26-35,3,B,4+,0,2
1005077,238,2124960,8928.4,8,661,M,26-35,2,A,0,0,1
1005078,39,366943,9408.79,5,660,M,46-50,7,C,1,0,4
1005079,42,351263,8363.4,8,659,M,26-35,4,C,0,0,3
1005080,47,473323,10070.7,5,658,F,51-55,12,B,2,1,4
1005081,60,530210,8836.83,5,657,F,18-25,4,B,3,0,4
1005082,123,1060113,8618.8,8,10451,M,36-45,1,C,4+,0,4
1005083,152,1358737,8939.06,8,10436,M,26-35,4,B,4+,1,4
1005084,146,854906,5855.52,5,10423,M,18-25,4,B,1,0,3
1005085,118,1157853,9812.31,8,656,M,55+,17,C,0,0,4
1005086,100,999144,9991.44,8,655,M,26-35,1,C,0,1,4
1005087,167,1375402,8235.94,5,654,F,26-35,6,B,1,1,4
1005088,18,224500,12472.22,1,653,M,26-35,17,C,1,0,4
1005089,20,181305,9065.25,5,652,F,36-45,16,C,2,0,4
1005090,254,2663682,10486.94,5,651,F,36-45,19,B,3,1,1
1005091,161,1689786,10495.57,1,650,M,26-35,17,B,1,1,4
1005092,45,392813,8729.18,1,649,M,55+,14,C,1,1,4
1005094,33,493491,14954.27,1,10359,M,18-25,10,C,4+,1,4
1005095,23,202325,8796.74,5,648,F,36-45,1,C,1,1,4
1005096,153,1325171,8661.25,5,647,M,26-35,11,B,2,0,4
1005097,77,630135,8183.57,5,646,M,55+,16,C,3,0,3
1005098,109,845522,7757.08,5,10325,M,51-55,7,C,4+,1,3
1005099,120,1118402,9320.02,5,645,M,18-25,0,B,3,0,4
1005100,479,4688662,9788.44,8,644,M,51-55,6,B,1,1,1
1005101,33,227662,6898.85,1,643,M,26-35,0,B,1,1,3
1005102,84,981106,11679.83,1,10257,M,26-35,12,C,2,0,4
1005103,168,2298016,13678.67,1,642,F,36-45,16,C,1,0,1
1005104,32,438921,13716.28,1,10239,M,36-45,20,C,1,0,4
1005105,52,403785,7765.1,8,641,M,51-55,7,C,1,1,3
1005106,50,424567,8491.34,5,640,F,36-45,1,C,3,1,3
1005107,350,2645191,7557.69,5,10211,F,46-50,0,B,0,0,1
1005108,215,1562344,7266.72,5,10190,F,26-35,9,B,3,1,4
1005109,68,538104,7913.29,8,639,F,46-50,6,C,2,1,3
1005110,13,135420,10416.92,8,638,M,36-45,15,C,4+,1,4
1005111,475,3742050,7878.0,8,637,M,36-45,2,B,1,1,1
1005112,178,1509476,8480.2,1,10133,M,36-45,13,B,1,0,4
1005113,286,1821798,6369.92,8,10115,M,26-35,0,A,3,1,1
1005114,80,722532,9031.65,3,636,F,0-17,10,C,2,0,4
1005115,21,207902,9900.1,8,635,M,55+,12,A,4+,0,4
1005116,15,135466,9031.07,5,10111,M,36-45,6,C,0,1,2
1005117,9,49668,5518.67,5,10110,F,26-35,0,B,0,0,3
1005118,69,740271,10728.57,1,10105,M,0-17,10,B,2,0,4
1005119,14,97664,6976.0,5,634,F,26-35,0,A,3,0,3
1005120,111,1145075,10315.99,1,10093,M,51-55,7,A,2,0,4
1005121,107,985393,9209.28,1,10086,M,26-35,7,C,4+,0,4
1005122,12,150420,12535.0,1,10085,M,26-35,0,A,3,0,4
1005123,59,481654,8163.63,5,633,M,51-55,12,C,4+,1,3
1005124,161,1352979,8403.6,8,10066,M,36-45,2,B,1,0,4
1005125,18,205365,11409.17,8,632,M,46-50,0,A,4+,1,4
1005126,80,749431,9367.89,5,10061,M,26-35,11,B,4+,0,4
1005127,28,293036,10465.57,1,631,M,46-50,5,A,0,1,4
1005128,55,624396,11352.65,1,630,M,51-55,7,C,1,1,4
1005129,62,634231,10229.53,1,629,M,46-50,17,B,1,1,4
1005131,215,1865993,8679.04,5,628,F,26-35,1,B,3,0,4
1005132,38,453566,11935.95,8,10029,M,36-45,7,C,1,1,4
1005133,35,300862,8596.06,5,627,M,18-25,11,B,0,0,3
1005134,54,540222,10004.11,8,10024,M,26-35,17,B,2,0,4
1005135,45,373172,8292.71,5,626,M,36-45,7,C,4+,0,3
1005136,123,1215190,9879.59,8,625,M,26-35,12,B,1,0,4
1005137,67,574738,8578.18,5,624,M,18-25,18,C,4+,0,3
1005138,88,711818,8088.84,1,623,M,26-35,17,B,0,0,3
1005139,73,572475,7842.12,8,622,M,51-55,16,A,4+,1,3
1005140,222,1937859,8729.09,5,621,M,26-35,6,B,2,0,4
1005141,24,327115,13629.79,1,620,M,18-25,17,B,2,1,4
1005142,185,1904097,10292.42,1,619,M,26-35,1,B,1,1,4
1005143,58,641433,11059.19,1,9967,M,18-25,4,C,3,1,4
1005144,19,155582,8188.53,5,618,F,51-55,0,C,4+,1,3
1005145,11,84162,7651.09,5,49078,M,36-45,7,C,2,1,2
1005146,18,155488,8638.22,8,617,M,55+,1,A,0,0,3
1005147,26,299633,11524.35,8,616,M,18-25,0,C,0,0,4
1005148,57,517525,9079.39,5,615,M,26-35,20,B,2,1,4
1005149,18,189151,10508.39,1,87891,M,36-45,1,B,3,0,2
1005150,19,195562,10292.74,1,614,M,26-35,3,C,3,1,4
1005151,80,486672,6083.4,11,613,M,18-25,19,C,1,0,3
1005152,18,145731,8096.17,1,612,F,26-35,4,C,1,0,3
1005153,258,1760581,6823.96,5,9927,M,26-35,7,B,3,0,1
1005154,22,311368,14153.09,1,9926,M,26-35,16,C,1,1,4
1005155,13,95959,7381.46,1,611,M,26-35,16,B,2,0,3
1005156,183,2052693,11216.9,5,9914,M,18-25,14,A,1,1,1
1005157,54,530292,9820.22,5,610,M,36-45,1,C,2,1,4
1005158,103,876746,8512.1,8,609,F,18-25,4,C,4+,0,4
1005159,12,105961,8830.08,1,608,M,36-45,7,C,3,0,4
1005160,16,137404,8587.75,5,607,F,18-25,4,C,2,0,3
1005161,191,1672032,8754.09,1,9884,M,26-35,4,C,0,0,4
1005162,21,230561,10979.1,1,606,M,26-35,17,A,1,1,4
1005163,292,2422033,8294.63,5,605,M,46-50,6,B,1,1,1
1005164,45,438843,9752.07,8,604,F,36-45,17,A,0,0,4
1005165,62,608473,9814.08,5,603,M,36-45,6,C,1,1,4
1005166,68,699482,10286.5,8,602,M,51-55,6,B,1,1,4
1005167,84,1027107,12227.46,1,601,M,18-25,15,C,3,0,4
1005168,13,114884,8837.23,5,600,M,36-45,7,C,1,1,4
1005169,70,776146,11087.8,1,9831,F,51-55,4,C,0,0,4
1005170,42,470081,11192.4,1,599,M,18-25,4,B,2,0,4
1005171,10,134890,13489.0,1,9829,M,55+,17,C,1,1,4
1005172,254,2143927,8440.66,5,598,F,36-45,11,B,1,0,1
1005173,75,903437,12045.83,1,9806,M,0-17,10,C,3,0,4
1005174,11,125972,11452.0,8,9803,M,46-50,1,C,4+,0,4
1005175,18,157541,8752.28,8,597,F,36-45,9,C,1,0,3
1005176,25,207445,8297.8,5,596,M,0-17,10,C,3,0,3
1005177,56,643363,11488.62,1,595,M,46-50,14,C,0,1,4
1005178,157,1211800,7718.47,5,594,M,51-55,0,C,1,1,4
1005179,20,236986,11849.3,1,9779,M,26-35,12,A,0,1,4
1005180,71,727416,10245.3,8,593,M,36-45,11,C,1,1,4
1005181,26,278252,10702.0,1,592,M,26-35,7,C,1,1,4
1005182,161,1467237,9113.27,5,591,F,36-45,7,B,4+,1,4
1005183,55,515453,9371.87,5,9757,F,18-25,20,C,1,0,4
1005184,180,1744759,9693.11,5,590,M,18-25,20,B,4+,1,1
1005185,153,1176153,7687.27,5,589,F,36-45,4,C,1,0,4
1005186,43,501264,11657.3,1,588,M,36-45,12,C,2,0,4
1005187,72,735762,10218.92,1,587,M,18-25,16,C,1,0,4
1005190,21,183897,8757.0,3,586,F,36-45,0,C,1,0,4
1005191,24,229417,9559.04,1,585,F,26-35,4,A,4+,0,4
1005192,15,168567,11237.8,1,584,M,26-35,7,C,3,1,4
1005193,115,1012557,8804.84,5,583,M,36-45,12,B,2,1,4
1005194,36,308618,8572.72,5,582,M,26-35,7,C,3,1,3
1005195,43,472326,10984.33,5,9704,M,36-45,7,B,0,1,4
1005196,35,204519,5843.4,5,48827,M,55+,7,C,4+,1,2
1005197,69,668704,9691.36,1,581,F,55+,3,C,3,1,4
1005198,158,1068556,6763.01,5,580,F,18-25,4,B,0,0,3
1005199,24,238559,9939.96,1,579,F,26-35,1,C,0,0,4
1005200,32,366329,11447.78,3,9679,F,36-45,15,C,2,0,4
1005201,59,507567,8602.83,5,578,M,51-55,7,C,1,1,3
1005202,20,154740,7737.0,1,48802,M,18-25,4,C,1,1,2
1005203,19,178236,9380.84,1,577,F,46-50,6,B,4+,1,4
1005204,24,263678,10986.58,1,576,M,51-55,13,C,4+,1,4
1005205,218,1992482,9139.83,1,575,M,26-35,1,B,0,1,1
1005206,12,119526,9960.5,1,574,M,36-45,7,C,0,0,4
1005207,13,104148,8011.38,5,573,M,26-35,0,A,3,1,3
1005208,74,925904,12512.22,1,572,M,26-35,4,A,1,1,4
1005209,80,885913,11073.91,8,9647,M,51-55,1,C,4+,0,4
1005210,35,381788,10908.23,1,48774,F,36-45,17,A,3,0,2
1005212,19,246496,12973.47,5,571,M,18-25,2,B,4+,0,4
1005213,21,155185,7389.76,5,570,M,18-25,0,C,2,0,3
1005214,21,118403,5638.24,8,9641,F,36-45,9,C,1,0,3
1005215,10,123427,12342.7,3,243657,F,55+,6,C,1,1,2
1005216,12,86790,7232.5,5,48771,M,18-25,2,C,1,0,2
1005217,82,786077,9586.3,1,569,M,26-35,17,B,3,0,4
1005218,28,355716,12704.14,1,568,M,18-25,0,C,1,0,4
1005219,67,947558,14142.66,1,567,M,18-25,4,B,2,1,4
1005220,390,3257059,8351.43,5,566,M,26-35,7,B,4+,0,1
1005221,16,138094,8630.88,8,565,F,55+,1,C,1,0,3
1005222,179,1397361,7806.49,5,564,M,26-35,12,B,1,0,4
1005223,134,1047286,7815.57,5,563,M,55+,10,C,1,1,4
1005224,16,135324,8457.75,1,562,M,36-45,1,A,1,1,3
1005225,115,1075487,9352.06,5,561,M,18-25,4,C,4+,1,4
1005226,45,544117,12091.49,1,560,M,36-45,0,B,1,0,4
1005228,14,127152,9082.29,5,559,M,0-17,0,C,4+,0,4
1005229,36,370087,10280.19,1,9557,M,26-35,0,C,0,0,4
1005230,75,862102,11494.69,1,558,M,26-35,12,B,4+,0,4
1005231,18,206095,11449.72,1,557,M,36-45,7,C,1,0,4
1005232,74,858600,11602.7,1,9539,M,26-35,4,C,1,1,4
1005233,60,593757,9895.95,8,556,M,26-35,5,B,0,1,4
1005234,109,946943,8687.55,5,555,F,26-35,0,A,4+,1,4
1005235,21,231747,11035.57,1,554,M,26-35,4,C,1,0,4
1005236,71,680243,9580.89,8,553,M,26-35,14,C,1,1,4
1005237,33,350337,10616.27,1,552,M,26-35,7,B,4+,1,4
1005238,11,76941,6994.64,6,9522,F,51-55,16,C,1,0,3
1005239,164,1497999,9134.14,8,9512,M,36-45,7,B,2,1,4
1005240,23,193578,8416.43,5,9511,F,26-35,0,C,1,1,2
1005241,59,454207,7698.42,5,9505,F,26-35,4,A,4+,0,2
1005242,70,690590,9865.57,1,551,M,26-35,1,C,3,1,4
1005243,16,154197,9637.31,1,550,M,0-17,10,C,4+,0,4
1005244,25,300383,12015.32,2,9499,M,18-25,4,C,1,0,4
1005245,15,142193,9479.53,5,9498,F,46-50,1,B,2,1,2
1005246,68,570675,8392.28,5,549,F,18-25,0,C,1,1,3
1005247,20,127002,6350.1,5,9494,F,0-17,10,B,1,0,3
1005248,61,417996,6852.39,5,548,F,46-50,14,B,1,1,3
1005249,199,1964447,9871.59,1,547,F,46-50,14,B,1,1,1
1005250,168,1453630,8652.56,8,9461,M,51-55,6,B,4+,1,4
1005251,95,809396,8519.96,5,9457,F,26-35,17,A,1,1,4
1005252,37,427306,11548.81,8,546,M,26-35,20,B,0,0,4
1005253,78,720717,9239.96,8,545,F,55+,13,C,1,0,4
1005254,47,520735,11079.47,1,544,M,18-25,4,C,1,1,4
1005255,92,1090739,11855.86,8,543,M,0-17,10,A,3,0,4
1005256,467,3984145,8531.36,5,542,M,26-35,16,B,4+,1,1
1005257,47,455389,9689.13,5,541,F,26-35,2,A,4+,0,4
1005258,14,138419,9887.07,1,540,M,36-45,4,C,1,0,4
1005259,23,204535,8892.83,8,539,M,26-35,6,B,1,1,4
1005260,114,851475,7469.08,5,538,M,36-45,7,A,1,1,3
1005261,61,685912,11244.46,1,537,M,36-45,12,A,3,0,4
1005262,33,217321,6585.48,5,536,F,26-35,14,C,2,0,3
1005263,67,867442,12946.9,1,9372,M,36-45,7,B,1,0,4
1005264,85,881875,10375.0,5,535,M,18-25,4,B,4+,0,4
1005265,161,1507819,9365.34,8,534,M,46-50,1,B,2,1,4
1005266,21,225642,10744.86,8,9348,M,36-45,1,C,1,0,4
1005267,54,435428,8063.48,5,533,M,36-45,7,C,2,0,3
1005269,193,1547629,8018.8,5,532,M,18-25,0,B,4+,0,4
1005270,58,651081,11225.53,1,531,M,26-35,12,C,3,1,4
1005271,224,2102513,9386.22,5,530,F,26-35,0,A,1,0,1
1005272,54,354783,6570.06,5,9304,M,26-35,7,A,4+,0,3
1005273,179,1649439,9214.74,5,529,M,55+,20,B,3,1,4
1005274,12,64442,5370.17,8,528,M,26-35,0,A,4+,0,3
1005275,56,516429,9221.95,8,527,M,26-35,17,A,4+,0,4
1005276,47,469075,9980.32,1,9281,F,26-35,4,B,1,1,4
1005277,179,1560387,8717.25,1,526,M,26-35,20,B,2,0,4
1005278,96,987862,10290.23,1,525,F,26-35,7,B,1,0,4
1005279,31,220714,7119.81,8,524,F,26-35,14,B,2,1,3
1005280,16,130967,8185.44,1,523,M,18-25,4,C,3,0,3
1005281,146,1349792,9245.15,5,522,M,26-35,2,A,2,0,4
1005282,182,1263946,6944.76,5,9234,F,18-25,4,B,1,1,4
1005283,176,1836816,10436.45,1,521,M,18-25,2,C,1,1,4
1005284,39,431845,11072.95,1,520,M,26-35,16,C,1,0,4
1005285,29,272161,9384.86,5,519,M,18-25,4,A,1,0,4
1005286,109,847985,7779.68,5,518,M,46-50,16,B,0,0,3
1005287,125,1144712,9157.7,5,517,M,26-35,8,C,0,0,4
1005288,23,176799,7686.91,8,9193,M,55+,13,A,3,0,3
1005290,24,208790,8699.58,8,516,F,18-25,4,B,0,1,3
1005291,41,411888,10046.05,8,515,M,46-50,1,C,3,1,4
1005292,22,174140,7915.45,8,514,M,26-35,0,A,1,0,3
1005293,40,437685,10942.12,1,513,M,26-35,12,C,2,0,4
1005294,79,767736,9718.18,5,512,M,26-35,2,A,0,1,4
1005295,13,124138,9549.08,1,511,M,36-45,7,C,1,1,4
1005296,38,368909,9708.13,5,510,F,0-17,0,C,2,0,4
1005297,21,261173,12436.81,1,509,M,26-35,12,C,4+,0,4
1005298,26,254428,9785.69,1,508,M,36-45,17,B,1,0,4
1005299,28,192672,6881.14,3,9170,M,26-35,2,B,3,1,3
1005300,170,1754531,10320.77,5,507,M,26-35,20,A,0,0,4
1005301,79,720494,9120.18,1,506,M,26-35,17,C,1,1,4
1005302,136,946928,6962.71,5,505,F,0-17,10,A,1,0,3
1005303,26,246422,9477.77,8,9142,F,55+,6,C,3,1,2
1005304,21,167231,7963.38,8,504,F,36-45,9,A,4+,1,3
1005305,136,1249934,9190.69,5,503,F,18-25,4,C,3,1,4
1005306,345,2910088,8435.04,5,502,F,26-35,17,B,4+,0,1
1005307,37,451351,12198.68,1,501,M,26-35,5,C,1,0,4
1005308,23,232172,10094.43,1,500,M,55+,7,C,2,0,4
1005309,15,119362,7957.47,5,499,M,26-35,0,C,1,0,3
1005310,55,528374,9606.8,5,9102,F,55+,1,C,3,0,4
1005311,27,223628,8282.52,5,9097,M,51-55,0,C,2,1,2
1005312,417,4059742,9735.59,5,498,M,26-35,1,A,1,0,1
1005313,49,409345,8353.98,8,497,M,55+,0,A,3,0,3
1005314,13,96204,7400.31,8,496,F,26-35,0,A,2,0,3
1005315,20,169973,8498.65,5,495,M,26-35,12,A,1,1,3
1005316,20,178519,8925.95,5,9061,M,18-25,4,A,2,0,2
1005317,295,2651462,8988.01,8,494,F,26-35,0,A,1,0,1
1005318,57,698842,12260.39,1,493,M,18-25,17,B,4+,1,4
1005319,230,2379871,10347.27,1,492,M,18-25,17,B,1,0,1
1005320,12,78916,6576.33,3,9019,F,18-25,5,B,3,0,3
1005321,167,1257158,7527.89,5,9009,M,26-35,4,C,0,0,4
1005322,54,528665,9790.09,5,9002,M,36-45,17,A,3,1,4
1005323,145,1459061,10062.49,5,491,M,26-35,20,B,1,1,4
1005324,91,1046212,11496.84,1,8980,M,26-35,7,C,0,1,4
1005325,29,196349,6770.66,8,8977,F,51-55,7,C,3,1,3
1005326,67,408434,6096.03,5,490,M,26-35,2,A,1,1,3
1005327,100,1068851,10688.51,1,489,M,26-35,7,A,1,0,4
1005328,24,158958,6623.25,8,8954,F,26-35,4,B,3,1,3
1005329,307,2941366,9581.0,8,488,F,26-35,5,B,1,0,1
1005330,36,302955,8415.42,8,487,F,26-35,0,C,2,0,3
1005332,39,623159,15978.44,1,486,M,18-25,4,C,2,0,4
1005333,472,3889756,8241.01,5,8899,F,26-35,7,A,4+,0,1
1005334,33,149899,4542.39,8,485,F,55+,13,C,4+,1,3
1005335,91,851277,9354.69,5,484,M,26-35,14,B,1,1,4
1005336,30,494714,16490.47,1,483,M,55+,7,C,4+,0,4
1005337,97,1072496,11056.66,5,482,F,36-45,3,C,3,1,4
1005338,50,628887,12577.74,1,481,M,26-35,17,C,4+,0,4
1005339,62,814105,13130.73,1,480,M,18-25,17,C,1,0,4
1005340,113,900263,7966.93,8,479,F,51-55,3,C,1,1,3
1005341,69,591726,8575.74,5,8864,F,26-35,3,C,1,1,2
1005342,61,662230,10856.23,1,478,F,36-45,7,B,2,0,4
1005343,17,200648,11802.82,3,8860,F,26-35,9,A,1,1,4
1005344,121,953172,7877.45,8,477,F,51-55,1,C,3,0,3
1005345,197,1910036,9695.61,5,476,F,26-35,17,C,2,1,1
1005346,27,232085,8595.74,8,475,F,26-35,3,A,2,0,3
1005347,144,1206403,8377.8,5,474,M,26-35,6,A,1,0,4
1005348,25,185736,7429.44,11,473,M,18-25,5,B,1,0,3
1005349,140,1183411,8452.94,5,472,F,51-55,2,C,1,1,4
1005350,127,1332766,10494.22,1,8791,M,18-25,5,A,1,0,4
1005351,12,160330,13360.83,1,8789,F,46-50,1,C,4+,1,4
1005352,124,987332,7962.35,5,471,F,36-45,5,C,1,1,3
1005353,63,607405,9641.35,8,470,M,26-35,6,C,4+,1,4
1005355,113,1115904,9875.26,1,8769,M,55+,0,B,0,1,4
1005357,28,283439,10122.82,5,8767,F,18-25,20,B,2,1,4
1005358,15,215355,14357.0,1,8765,M,36-45,7,C,2,0,4
1005359,291,3222441,11073.68,1,469,M,18-25,16,B,3,0,1
1005360,23,212666,9246.35,1,468,M,18-25,12,C,2,0,4
1005361,115,975959,8486.6,8,467,F,51-55,16,A,3,0,4
1005362,56,433017,7732.45,5,466,M,36-45,13,C,1,0,3
1005363,41,611906,14924.54,1,465,M,55+,13,C,1,0,4
1005364,220,2315884,10526.75,1,8705,F,26-35,3,A,3,0,1
1005365,168,1661879,9892.14,5,8685,M,18-25,12,C,0,0,4
1005366,70,687484,9821.2,1,8684,M,18-25,12,C,3,0,4
1005367,612,4418522,7219.81,5,8637,M,18-25,4,A,1,0,1
1005368,53,561298,10590.53,1,464,F,26-35,17,C,1,0,4
1005369,142,1480186,10423.85,1,8623,M,26-35,15,A,1,0,4
1005370,15,128149,8543.27,1,463,M,26-35,12,C,1,0,3
1005371,198,1886564,9528.1,8,462,M,26-35,11,A,0,0,1
1005372,20,217396,10869.8,5,461,M,26-35,4,C,3,0,4
1005373,18,240679,13371.06,1,460,M,18-25,12,A,1,0,4
1005374,25,206173,8246.92,5,459,M,36-45,7,C,4+,0,3
1005375,21,202129,9625.19,5,458,M,26-35,0,C,0,0,4
1005376,134,1308560,9765.37,1,457,M,26-35,17,B,1,1,4
1005377,22,197641,8983.68,5,47792,F,18-25,3,B,3,0,2
1005378,110,993614,9032.85,5,456,M,36-45,18,A,1,0,4
1005379,22,225857,10266.23,1,8576,M,26-35,7,C,1,0,4
1005380,15,103092,6872.8,5,455,M,18-25,4,C,1,0,3
1005381,17,151583,8916.65,5,8574,M,26-35,14,B,4+,1,2
1005382,35,399466,11413.31,1,454,M,18-25,4,C,0,1,4
1005383,20,185903,9295.15,5,8570,M,36-45,1,C,0,0,2
1005384,26,215712,8296.62,5,8569,F,26-35,3,A,4+,0,2
1005385,28,345752,12348.29,1,453,M,26-35,12,B,0,1,4
1005386,86,1053404,12248.88,1,8559,M,26-35,14,C,3,0,4
1005387,438,3868561,8832.33,5,452,F,26-35,1,B,4+,1,1
1005388,15,173870,11591.33,1,8525,F,18-25,4,C,1,0,4
1005389,80,789658,9870.72,1,8520,M,46-50,7,C,4+,1,4
1005390,124,1580508,12746.03,1,451,M,0-17,0,C,1,0,4
1005391,7,60182,8597.43,1,8508,M,26-35,7,A,0,0,2
1005392,13,131293,10099.46,8,86566,M,51-55,1,B,1,1,2
1005393,123,910487,7402.33,8,450,M,36-45,7,C,2,0,3
1005394,475,3919759,8252.12,5,449,M,18-25,0,A,2,0,1
1005395,67,594166,8868.15,5,448,M,51-55,1,C,1,1,4
1005396,43,536981,12487.93,1,447,M,26-35,6,C,0,0,4
1005397,201,1750035,8706.64,5,446,M,18-25,0,B,2,1,4
1005398,16,164340,10271.25,1,445,M,55+,17,C,4+,1,4
1005399,33,399316,12100.48,1,8438,M,26-35,1,C,1,1,4
1005400,17,157858,9285.76,5,444,F,18-25,4,C,2,0,4
1005401,85,761433,8958.04,8,8430,F,18-25,1,C,2,1,4
1005402,53,515490,9726.23,8,443,F,26-35,0,C,4+,1,4
1005403,93,932594,10027.89,1,442,M,0-17,10,B,1,0,4
1005404,118,1145174,9704.86,5,8408,M,26-35,0,C,4+,1,4
1005406,69,462689,6705.64,5,8403,F,36-45,0,C,3,1,3
1005407,15,132657,8843.8,8,441,F,36-45,17,C,1,0,4
1005408,59,553475,9380.93,1,440,M,26-35,20,C,3,0,4
1005409,11,90595,8235.91,1,439,M,46-50,1,C,2,1,3
1005410,25,206363,8254.52,5,8396,F,46-50,2,C,3,1,2
1005411,14,88125,6294.64,8,47608,F,0-17,19,B,1,0,2
1005412,149,1676576,11252.19,1,438,M,26-35,12,A,3,0,4
1005413,125,1563644,12509.15,1,8376,M,36-45,1,B,1,0,4
1005414,51,451358,8850.16,1,437,M,0-17,10,C,2,0,4
1005415,32,241705,7553.28,5,436,F,26-35,7,C,3,1,3
1005416,26,292932,11266.62,5,435,F,26-35,5,C,3,0,4
1005417,32,296853,9276.66,1,434,M,18-25,17,C,4+,1,4
1005418,124,1158011,9338.8,5,433,F,26-35,0,C,1,1,4
1005419,48,476779,9932.9,8,432,F,18-25,12,C,3,1,4
1005420,101,563777,5581.95,4,431,F,0-17,19,B,4+,0,3
1005421,40,353178,8829.45,8,8347,M,36-45,17,A,1,1,2
1005422,104,759267,7300.64,5,430,M,51-55,7,A,2,1,3
1005423,64,657270,10269.84,8,429,F,51-55,5,C,0,1,4
1005424,83,798381,9619.05,5,428,F,36-45,2,C,2,0,4
1005425,27,231255,8565.0,8,427,M,18-25,4,B,1,0,3
1005426,169,1598187,9456.73,1,8318,M,26-35,14,C,1,0,4
1005427,46,529410,11508.91,5,8316,M,36-45,19,B,0,0,4
1005428,217,2091282,9637.24,8,426,F,26-35,6,B,4+,0,1
1005429,69,520826,7548.2,8,425,F,26-35,1,B,3,0,3
1005430,81,648917,8011.32,5,424,F,46-50,1,B,1,1,3
1005431,53,434409,8196.4,5,423,M,55+,1,C,3,1,3
1005432,100,914876,9148.76,8,422,M,55+,13,C,3,1,4
1005433,388,3194842,8234.13,1,421,F,36-45,17,B,3,1,1
1005434,144,1332993,9256.9,5,420,F,26-35,7,A,1,1,4
1005435,29,356400,12289.66,1,419,M,46-50,18,C,4+,0,4
1005436,23,304988,13260.35,1,8232,M,18-25,4,B,1,0,4
1005437,81,821188,10138.12,1,418,M,26-35,11,C,4+,0,4
1005438,50,446109,8922.18,8,417,M,26-35,14,C,4+,0,4
1005439,12,84179,7014.92,8,416,M,55+,13,B,1,1,3
1005440,25,253614,10144.56,5,8217,F,46-50,2,B,1,1,4
1005441,108,1075697,9960.16,1,415,M,51-55,7,C,0,1,4
1005442,43,489847,11391.79,5,8201,M,26-35,7,C,3,1,4
1005443,225,2338438,10393.06,5,414,M,26-35,12,B,2,0,1
1005444,24,142369,5932.04,5,413,F,18-25,4,C,1,1,3
1005445,80,890129,11126.61,1,8172,M,26-35,0,C,1,1,4
1005446,59,698358,11836.58,8,412,F,51-55,1,C,1,1,4
1005447,78,628407,8056.5,8,411,M,46-50,2,A,3,0,3
1005448,207,1527234,7377.94,5,8152,M,46-50,19,A,4+,0,4
1005449,68,889313,13078.13,1,410,M,18-25,12,C,1,0,4
